,name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label,response
1450,sqdFRicC,34,active,67581,single,expensive,athletics,138491,urban,no response,0
1451,lXJWpsM6,18,active,16268,single,expensive,badminton,79389,urban,no response,0
1452,l5MtizIY,44,cozily,25584,single,expensive,unknown,75590,urban,no response,0
1453,Uj8IGqW0,27,cozily,55549,married,practical,badminton,25699,urban,no response,0
1454,T8iH2wSQ,29,active,13702,married,expensive,soccer,84457,rural,response,1
1455,Nptuj1OH,47,cozily,36261,single,practical,soccer,53218,rural,no response,0
1456,jlyT3k7U,30,cozily,34082,single,expensive,athletics,63716,rural,no response,0
1457,4vxPcwyK,41,active,69492,single,expensive,badminton,80460,urban,no response,0
1458,iXsEhTqI,17,cozily,67713,married,practical,soccer,56703,rural,no response,0
1459,El75rBWX,17,healthy,74102,married,practical,unknown,68916,urban,no response,0
1460,z5SxfYo0,16,cozily,53182,single,expensive,unknown,41147,urban,no response,0
1461,006UdhhH,17,active,19708,single,practical,soccer,69827,rural,no response,0
1462,U4YdkXME,26,cozily,16845,single,practical,badminton,59125,urban,no response,0
1463,DD3AT8NK,52,cozily,43552,married,practical,unknown,108050,urban,no response,0
1464,fp8oQwK0,53,cozily,64504,married,practical,athletics,127602,rural,no response,0
1465,vql7h3Wh,39,active,25016,single,expensive,athletics,32286,rural,no response,0
1466,5AkzZfNv,49,cozily,97332,single,practical,athletics,83382,urban,no response,0
1467,qglYSdIk,16,cozily,35382,married,expensive,soccer,90934,urban,no response,0
1468,G3yX1qeZ,39,healthy,33957,single,practical,badminton,56006,rural,no response,0
1469,qr5ChKfT,69,cozily,32142,married,expensive,badminton,39024,urban,no response,0
1470,QsVNw6kF,65,cozily,40569,single,expensive,athletics,31994,rural,response,1
1471,dyyp0jHw,66,active,92244,single,practical,soccer,46264,urban,response,1
1472,xC6PvR5e,52,active,65295,married,expensive,badminton,55168,rural,no response,0
1473,9GlIvBcl,33,active,10009,married,practical,soccer,51239,urban,response,1
1474,qXGNzLmi,69,healthy,99171,single,practical,badminton,29148,urban,no response,0
1475,RXuKs0X0,27,active,64165,single,expensive,badminton,107158,rural,no response,0
1476,3ygXMNFB,48,healthy,47842,single,expensive,unknown,82233,rural,response,1
1477,LVFldxlf,37,cozily,37554,married,practical,badminton,121320,rural,no response,0
1478,ru36VsAJ,37,healthy,33373,single,practical,athletics,80594,rural,no response,0
1479,Pe21Q0l0,40,active,20952,married,practical,soccer,91731,urban,no response,0
1480,EKq107xi,34,cozily,78212,single,practical,soccer,84044,rural,no response,0
1481,asfhdIP2,47,healthy,69764,married,practical,unknown,83285,rural,no response,0
1482,GRGmDzrC,39,active,71864,single,practical,badminton,133161,rural,no response,0
1483,usf5HrKV,63,healthy,32541,single,practical,unknown,53455,urban,response,1
1484,3yizPaLV,58,cozily,13444,single,expensive,badminton,51433,urban,response,1
1485,A4NlaVHu,28,active,16054,married,expensive,athletics,63346,urban,no response,0
1486,dvOEnlq5,51,cozily,40455,single,practical,athletics,48795,urban,no response,0
1487,GCCyWUUw,32,active,70939,married,practical,unknown,148715,urban,response,1
1488,j1G6nJ1p,29,active,10183,married,expensive,unknown,96100,urban,response,1
1489,Y2F1ujs7,65,active,95473,single,practical,soccer,20519,urban,response,1
1490,w5NF4bco,50,active,98482,married,expensive,unknown,143172,rural,response,1
1491,BIyp8Ywx,19,healthy,82172,single,expensive,athletics,24988,rural,no response,0
1492,sbjqesrP,15,healthy,20669,married,expensive,athletics,80144,rural,no response,0
1493,7bK018aO,29,healthy,38984,single,expensive,badminton,85728,rural,no response,0
1494,5OuXdADg,61,healthy,61512,single,expensive,athletics,82906,rural,response,1
1495,svmiQlf6,27,active,41274,single,expensive,athletics,51492,rural,no response,0
1496,J4zi5O0n,38,healthy,36853,single,expensive,soccer,98093,urban,no response,0
1497,u072gDn7,17,active,26189,single,expensive,athletics,43632,rural,no response,0
1498,hI9R3rLQ,69,cozily,14389,single,expensive,soccer,43355,urban,response,1
1499,dwqOKGBr,66,healthy,58363,married,expensive,badminton,44070,urban,response,1
1500,MBd6FCuO,69,active,21659,single,expensive,athletics,21284,urban,response,1
1501,HXOOHFkq,47,active,75992,single,expensive,athletics,23932,rural,no response,0
1502,BsxBipq0,65,active,77067,married,practical,soccer,27776,urban,no response,0
1503,MCZhXx73,30,healthy,60503,married,expensive,soccer,146511,urban,response,1
1504,ffNBW8Ub,29,cozily,89332,married,practical,athletics,64983,rural,no response,0
1505,cXlJC8cD,26,healthy,74061,single,practical,athletics,69532,urban,no response,0
1506,dnhRcW2P,49,active,54222,single,practical,athletics,133028,urban,no response,0
1507,A4AJakWN,57,active,14516,married,expensive,soccer,44063,urban,response,1
1508,LzYPn6Fk,55,healthy,92567,single,expensive,soccer,122393,urban,no response,0
1509,BX989Eng,26,healthy,58376,married,practical,soccer,60911,rural,no response,0
1510,dRmDKXlx,21,cozily,63810,married,practical,badminton,123738,urban,no response,0
1511,mSR2vEEO,39,cozily,72764,married,expensive,soccer,61866,rural,no response,0
1512,TDlEBXc3,15,cozily,37546,single,expensive,athletics,124395,urban,no response,0
1513,BDEPLKmG,61,healthy,58197,married,expensive,unknown,115139,urban,response,1
1514,SDtHCf7g,35,healthy,67559,married,expensive,badminton,82046,rural,no response,0
1515,G1c0kZqQ,41,active,80312,married,practical,athletics,147523,urban,response,1
1516,vtIdMRZz,22,cozily,55719,single,practical,badminton,87985,rural,no response,0
1517,KkLJVy8P,66,cozily,76852,single,practical,unknown,84547,urban,response,1
1518,mPme0EuI,28,cozily,57708,single,expensive,badminton,84336,rural,no response,0
1519,btFQONt9,28,active,93166,married,expensive,athletics,63309,urban,no response,0
1520,Pe3ZBaMG,55,healthy,90809,married,practical,badminton,136254,urban,no response,0
1521,4X4avkq9,15,healthy,51290,single,expensive,athletics,25201,urban,no response,0
1522,IH3W9w1R,32,cozily,75642,married,practical,badminton,105453,urban,no response,0
1523,pf3SG7tx,62,healthy,89003,single,practical,athletics,29615,urban,response,1
1524,4niEVdtW,51,cozily,56853,married,expensive,athletics,74258,rural,no response,0
1525,Hs8l2NK4,35,cozily,86094,single,practical,athletics,48543,urban,no response,0
1526,N6Bi6utI,64,healthy,53834,married,expensive,soccer,56611,rural,response,1
1527,w55cGTMe,59,active,18220,married,practical,athletics,116494,urban,response,1
1528,lWwKmneb,16,active,25654,single,practical,athletics,54197,urban,no response,0
1529,PXSyZXQW,60,active,96824,single,expensive,soccer,70240,urban,response,1
1530,HrQ0NVYY,52,cozily,56116,single,expensive,athletics,28748,urban,no response,0
1531,Mq8WUKXL,15,cozily,57624,single,practical,athletics,60810,urban,no response,0
1532,431B5FDh,45,healthy,97253,single,practical,badminton,116707,rural,no response,0
1533,nJ7KivPn,16,active,50943,married,expensive,athletics,71647,urban,no response,0
1534,hFUcDIls,57,cozily,87311,single,expensive,badminton,145488,rural,response,1
1535,fn9woJ27,37,active,52364,married,practical,athletics,97592,rural,no response,0
1536,xx7MSewP,35,active,60839,married,expensive,unknown,84806,rural,no response,0
1537,csClU1K8,41,cozily,50749,single,practical,badminton,25279,urban,no response,0
1538,s1Fa3kGA,38,cozily,32608,married,practical,badminton,91606,rural,no response,0
1539,KpSqFtGl,67,active,12058,married,practical,athletics,22857,urban,no response,0
1540,TUMHg642,59,active,28985,single,practical,athletics,111420,urban,no response,0
1541,dcWIK59u,63,active,67636,single,expensive,unknown,145755,urban,response,1
1542,3H0n3eUs,20,cozily,16368,married,expensive,unknown,102358,urban,no response,0
1543,d98FLjqH,61,cozily,73315,married,expensive,badminton,110527,urban,response,1
1544,4WfJORRa,57,active,31450,married,practical,soccer,38057,urban,response,1
1545,QCU4Fgm4,42,active,67622,married,practical,soccer,99589,rural,no response,0
1546,LRvv4B7G,58,cozily,84968,single,practical,athletics,117840,rural,response,1
1547,K2SwvDUq,30,active,20588,married,expensive,badminton,80026,urban,no response,0
1548,B1olvkgM,62,healthy,12028,single,expensive,athletics,120625,urban,response,1
1549,PsXsGka2,32,healthy,52074,married,expensive,athletics,27383,rural,no response,0
1550,ksSNU6Yl,59,active,41691,married,expensive,athletics,113151,urban,no response,0
1551,BUkdkv7j,58,cozily,86755,single,practical,unknown,72384,urban,response,1
1552,XITvyRRx,18,cozily,54070,married,expensive,athletics,39966,urban,no response,0
1553,QLVjOVdq,31,cozily,64651,married,expensive,badminton,46537,urban,no response,0
1554,VmHkwfOr,51,active,97177,married,expensive,soccer,58946,urban,no response,0
1555,Jr92nmsw,52,cozily,81321,single,expensive,athletics,52378,rural,no response,0
1556,60QngFxI,22,cozily,78785,married,expensive,soccer,51702,rural,no response,0
1557,ZnAiT5px,18,cozily,89187,married,expensive,soccer,144043,rural,response,1
1558,laY8dN8C,31,cozily,20104,married,expensive,athletics,23697,urban,no response,0
1559,7jrMoY7T,60,cozily,13197,married,expensive,soccer,90174,urban,response,1
1560,TUiBtrDG,62,active,61611,married,practical,athletics,39761,urban,response,1
1561,HxnLRJaw,15,cozily,98336,single,practical,badminton,123433,rural,no response,0
1562,n9imtHP1,43,healthy,79941,married,expensive,soccer,146180,urban,response,1
1563,A8xgUonf,49,healthy,73065,single,expensive,athletics,22939,rural,no response,0
1564,nESrVF8F,26,cozily,53091,married,practical,badminton,135359,rural,no response,0
1565,waI3YAtn,38,cozily,43981,married,expensive,unknown,118057,urban,no response,0
1566,f3RwmG77,21,cozily,11764,single,expensive,soccer,135203,urban,response,1
1567,vKrR9lgE,16,cozily,38634,single,expensive,athletics,89656,urban,no response,0
1568,bocLvIKI,59,healthy,39480,married,practical,soccer,95790,rural,no response,0
1569,ukz24ozv,20,healthy,10942,married,expensive,soccer,79502,rural,response,1
1570,QateE26F,51,healthy,44272,single,expensive,athletics,88564,urban,no response,0
1571,P4KEF7Wq,16,cozily,19404,single,practical,athletics,29615,urban,no response,0
1572,zwCUZbsb,61,active,90582,married,expensive,badminton,85601,rural,no response,0
1573,dKjQRsZi,43,healthy,40025,married,expensive,soccer,44351,urban,no response,0
1574,MHvSjreX,65,healthy,17415,single,practical,badminton,142736,rural,response,1
1575,9F9KFJ6H,42,active,41752,single,expensive,badminton,114882,urban,no response,0
1576,CH8szJiQ,32,active,14666,single,expensive,badminton,146788,rural,response,1
1577,vyLYrSRA,20,cozily,84558,married,expensive,badminton,144988,rural,response,1
1578,kAIFX9pe,44,active,34514,single,expensive,badminton,64496,rural,no response,0
1579,z930w6lE,20,cozily,67915,single,practical,unknown,124656,urban,no response,0
1580,NiFWN8bH,28,healthy,31318,single,practical,badminton,52763,urban,no response,0
1581,seQgehgS,64,healthy,30609,single,practical,badminton,106957,urban,response,1
1582,9ok9bU2w,24,cozily,80471,married,practical,badminton,104549,rural,no response,0
1583,iqp0H6Lx,15,cozily,79800,married,practical,unknown,92574,rural,no response,0
1584,D9dhZ83d,21,healthy,36003,single,practical,soccer,111590,urban,no response,0
1585,z0FThC5i,54,active,90265,single,practical,badminton,57031,urban,no response,0
1586,nOXa1htv,18,active,79132,married,expensive,soccer,130509,urban,no response,0
1587,NFkiHjkD,48,cozily,67248,married,practical,athletics,111492,urban,no response,0
1588,dghJnM1R,37,active,87669,married,expensive,athletics,42653,urban,no response,0
1589,6ZaUtRQS,47,active,79444,single,practical,athletics,105525,rural,no response,0
1590,EfaRQ0dU,24,active,15100,married,expensive,unknown,33128,rural,no response,0
1591,Cf7ox4pY,33,cozily,22090,single,practical,soccer,141394,urban,response,1
1592,12lhbH1N,49,healthy,27823,married,practical,athletics,35066,urban,no response,0
1593,xwNsXr7G,34,active,60655,married,expensive,athletics,141073,rural,response,1
1594,lJVFpatw,39,healthy,39378,married,expensive,soccer,106801,urban,no response,0
1595,TODZsH3h,28,active,85240,married,expensive,soccer,131528,urban,no response,0
1596,JbiBvW21,69,active,70473,single,practical,badminton,115703,rural,response,1
1597,yyGY9EBR,24,cozily,39183,married,practical,soccer,69120,rural,no response,0
1598,mSuIBpfA,67,cozily,64649,single,expensive,athletics,36945,urban,response,1
1599,atMTm4DU,26,healthy,10375,single,expensive,soccer,71482,rural,response,1
1600,ZNLpGKpZ,55,cozily,35826,single,practical,athletics,40212,rural,no response,0
1601,zMyeY8je,33,healthy,50596,single,expensive,badminton,144248,urban,response,1
1602,INyqhazd,20,cozily,84099,single,practical,soccer,119578,urban,response,1
1603,TBNON7zH,31,healthy,61052,single,practical,unknown,28334,rural,response,1
1604,18kho5RC,38,healthy,84122,single,expensive,unknown,58345,rural,no response,0
1605,G5MMsVoa,21,healthy,50828,married,expensive,badminton,90394,rural,no response,0
1606,4xNs0Nsr,64,healthy,38250,single,expensive,athletics,30780,urban,response,1
1607,huFsYrFs,67,healthy,79346,single,expensive,badminton,110412,urban,response,1
1608,Vg3GWPSI,23,active,83892,married,practical,badminton,130863,urban,no response,0
1609,ZWDKsxnp,37,healthy,66260,married,expensive,unknown,77539,urban,response,1
1610,VpJBMxaO,55,healthy,60903,single,practical,badminton,42516,rural,response,1
1611,ZBAArXgt,67,healthy,41036,married,expensive,soccer,61583,urban,response,1
1612,JdXWX6A7,30,active,36916,married,expensive,badminton,56494,rural,no response,0
1613,O20YBwHH,26,active,96858,single,practical,soccer,145948,urban,response,1
1614,8xXvUDxD,45,active,12778,single,expensive,badminton,139452,urban,response,1
1615,lhr6cCa1,23,active,50176,single,expensive,soccer,111796,urban,no response,0
1616,J5T9LF10,36,active,89119,married,expensive,athletics,87513,rural,no response,0
1617,3djn1SDK,22,active,66944,single,practical,soccer,51429,rural,no response,0
1618,oNh4XuVk,34,healthy,76436,married,practical,badminton,116465,urban,no response,0
1619,wWMLlwwJ,26,cozily,57924,married,expensive,athletics,125679,rural,no response,0
1620,9zlS4tBc,18,active,22957,married,practical,soccer,20200,rural,no response,0
1621,EopWMXqs,16,active,54038,married,practical,soccer,35511,urban,no response,0
1622,MPtjG6MF,55,healthy,18066,married,practical,athletics,129589,urban,no response,0
1623,cauQ9aRl,29,active,44211,married,expensive,athletics,133410,rural,no response,0
1624,huQAJZQv,22,healthy,48789,married,practical,badminton,52448,urban,no response,0
1625,5F6ZW8VT,15,active,17086,single,practical,athletics,93579,urban,no response,0
1626,VTHcgfMa,65,active,19535,single,expensive,badminton,21052,rural,response,1
1627,KgOaIIMC,55,healthy,24256,married,practical,badminton,49230,urban,no response,0
1628,V3DohFRu,48,cozily,62415,single,practical,badminton,97852,rural,no response,0
1629,5LcujNb6,51,healthy,30656,single,expensive,soccer,119073,rural,no response,0
1630,td0kLjV6,61,healthy,82972,single,expensive,badminton,79055,rural,no response,0
1631,eerLSnVv,67,cozily,34980,single,practical,soccer,64663,urban,response,1
1632,F3bgeC6r,45,cozily,97473,married,expensive,soccer,83124,urban,no response,0
1633,KcfCOAG5,58,cozily,52854,married,practical,soccer,53654,urban,response,1
1634,qDlHE0Kb,61,cozily,48874,single,expensive,unknown,109620,urban,response,1
1635,H8tTp8Ky,48,healthy,90476,single,expensive,badminton,101967,urban,no response,0
1636,7m5RrACF,52,cozily,22089,married,expensive,athletics,81308,urban,no response,0
1637,duJApslb,22,healthy,47008,single,expensive,badminton,140451,urban,response,1
1638,rARASSm0,52,healthy,18902,single,expensive,athletics,118448,rural,no response,0
1639,EqYtQnrk,23,cozily,12016,married,expensive,unknown,57865,rural,response,1
1640,R1IdYdjH,47,healthy,58431,married,practical,athletics,32103,urban,no response,0
1641,Lf0IBtCY,51,healthy,34104,married,expensive,soccer,51417,urban,no response,0
1642,zKILpjHw,58,cozily,64465,single,practical,soccer,72608,rural,response,1
1643,agHVwZvg,20,healthy,40222,single,practical,athletics,71520,rural,no response,0
1644,4IyiEi2a,19,active,47238,married,practical,soccer,37261,urban,no response,0
1645,jXDJXHAk,54,healthy,63154,single,practical,athletics,94453,urban,no response,0
1646,OjTesQd3,48,active,53406,married,practical,soccer,125895,urban,no response,0
1647,Lsh1fsRZ,65,cozily,82042,married,practical,soccer,106564,urban,response,1
1648,oLIg9DfF,48,healthy,56505,single,expensive,badminton,90166,urban,no response,0
1649,4xMw6Flo,50,active,19002,married,expensive,soccer,58348,rural,no response,0
1650,E6jIToUw,32,cozily,90500,single,practical,soccer,114803,urban,no response,0
1651,TAeqzP2w,52,healthy,97512,single,expensive,athletics,66618,rural,no response,0
